,,subsidiary,entityId,isperson,salutation,firstname,middlename,lastname,title,,companyname,Rep,email,phone,altphone,fax,Address1_AddressName,Address1_attention,Address1_Addressee,Address1_phone,Address1_line1,Address1_line2,Address1_city,Address1_state,Address1_zipCode,Address1_country,Address1_defaultBilling,Address1_defaultShipping,terms,taxable
1,179,,13508,,,,,,,Ford Motor Co.,Ford Motor Co. - Lima Engine   EF06A,Victoria Sessa,,,(408) 856-3322,(313) 845-3238,Mailing,,Ford Motor Co. - Lima Engine   EF06A,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,179,,13508,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Lima Engine   EF06A,,1155 Bible Road,Non Production Tool Crib,Lima,OH,45801,United States,TRUE,FALSE,,
3,179,,13508,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Lima Engine   EF06A,,1155 Bible Road,Non Production Tool Crib,Lima,OH,45801,United States,FALSE,TRUE,,
1,180,,13530,,,,,,,,Helicomb International,Jake Sowers,,(918) 835-3999,,(918) 834-4451,Mailing,,Helicomb International,,1402 S. 69th E. Ave.,,Tulsa,OK,74112-6603,United States,FALSE,FALSE,Net 30,TRUE
2,180,,13530,,,,,,,,,,,,,,Billing,,Helicomb International,,1402 S. 69th E. Ave.,,Tulsa,OK,74112-6603,United States,TRUE,FALSE,,
3,180,,13530,,,,,,,,,,,,,,Shipping,,Helicomb International,,1402 S. 69th E. Ave.,,Tulsa,OK,74112-6603,United States,FALSE,TRUE,,
1,181,,13534,,,,,,,Ford Motor Co.,Ford Motor Co. - Diversified Mfg. Plant,Victoria Sessa,,(313) 323-2999,,,Mailing,,Ford Motor Co. - Diversified Mfg. Plant,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,181,,13534,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Diversified Mfg. Plant,,3001 Miller/Crib 223-L23,,Dearborn,MI,48120,United States,TRUE,FALSE,,
3,181,,13534,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Diversified Mfg. Plant,,"Crib 223, LOC L-23 (R. Lustig)",3001 Miller/Crib 223-L23,Dearborn,MI,48120,United States,FALSE,TRUE,,
1,182,,13544,,,,,,,,"Tenneco, Inc.",Jake Sowers,,(419) 499-2541,(979) 691-7732,,Mailing,,"Tenneco, Inc.",,33 Lockwood Road,,Milan,OH,44846,United States,FALSE,FALSE,Net 30,TRUE
2,182,,13544,,,,,,,,,,,,,,Billing,,"Tenneco, Inc.",,33 Lockwood Road,,Milan,OH,44846,United States,TRUE,FALSE,,
3,182,,13544,,,,,,,,,,,,,,Shipping,,"Tenneco, Inc.",,33 Lockwood Road,,Milan,OH,44846,United States,FALSE,TRUE,,
1,183,,13546,,,,,,,,Rubbertec,Jake Sowers,,(740) 657-3345,,(740) 657-1349,Mailing,,Rubbertec,,7580 Commerce Ct.,,Lewis Center,OH,43035,United States,FALSE,FALSE,Net 30,TRUE
2,183,,13546,,,,,,,,,,,,,,Billing,,Rubbertec,,7580 Commerce Ct.,,Lewis Center,OH,43035,United States,TRUE,FALSE,,
3,183,,13546,,,,,,,,,,,,,,Shipping,,Rubbertec,,7580 Commerce Ct.,Elledge Gasket,Lewis Center,OH,43035,United States,FALSE,TRUE,,
1,184,,13555,,,,,,,Ford Motor Co.,Ford Dearborn Engine & Fuel Tank  EF03A,Victoria Sessa,,(313) 322-7532,,,Mailing,,Ford Dearborn Engine & Fuel Tank  EF03A,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,184,,13555,,,,,,,,,,,,,,Billing,,Ford Dearborn Engine & Fuel Tank  EF03A,,3001 Miller Road,,Dearborn,MI,48120,United States,TRUE,FALSE,,
3,184,,13555,,,,,,,,,,,,,,Shipping,,Ford Dearborn Engine & Fuel Tank  EF03A,,3001 Miller Road,Attn:  Crib 270,Dearborn,MI,48120,United States,FALSE,TRUE,,
1,185,,13560,,,,,,,,Lamart Corporation,Thomas Harbin,,(973) 772-6262,,(973) 772-3673,Mailing,,Lamart Corporation,,16 Richmond St.,,Clifton,NJ,07015,United States,FALSE,FALSE,Net 30,TRUE
2,185,,13560,,,,,,,,,,,,,,Billing,,Lamart Corporation,,16 Richmond St.,,Clifton,NJ,07015,United States,TRUE,FALSE,,
3,185,,13560,,,,,,,,,,,,,,Shipping,,Lamart Corporation,,16 Richmond St.,,Clifton,NJ,07015,United States,FALSE,TRUE,,
1,186,,13561,,,,,,,Ford Motor Co.,Ford Michigan Truck   AP02F,Victoria Sessa,,,,,Mailing,,Ford Michigan Truck   AP02F,,,,,,,,FALSE,FALSE,,TRUE
2,186,,13561,,,,,,,,,,,,,,Billing,,Ford Michigan Truck   AP02F,,38000 Van Born/Body Shop,,Wayne,MI,48184,United States,TRUE,FALSE,,
3,186,,13561,,,,,,,,,,,,,,Shipping,,Ford Michigan Truck   AP02F,,38000 Van Born/Body Shop,Attn: General Stores,Wayne,MI,48184,United States,FALSE,TRUE,,
1,187,,13578,,,,,,,,Gentex Corp,Jake Sowers,,616 772-1590 x4781,,,Mailing,,Gentex Corp,,600 North Centennial Street,,Zeeland,MI,49464,United States,FALSE,FALSE,Net 30,TRUE
2,187,,13578,,,,,,,,,,,,,,Billing,,Gentex Corp,,600 North Centennial Street,Attn:  Accounts Payable,Zeeland,MI,49464,United States,TRUE,FALSE,,
3,187,,13578,,,,,,,,,,,,,,Shipping,,Gentex Corp,,600 North Centennial Street,East Dock Doors 1E-6E,Zeeland,MI,49464,United States,FALSE,TRUE,,
1,188,,13590,,,,,,,,Johns Hopkins Univ. Dept. of Physics and Astronomy,Thomas Harbin,,(410) 516-8390,,,Mailing,,Johns Hopkins Univ. Dept. of Physics and Astronomy,,3701 San Martin Drive,Department of Physics and Astronomy Instrument Development Group ,Baltimore,MD,21218,United States,FALSE,FALSE,Credit Card,FALSE
2,188,,13590,,,,,,,,,,,,,,Billing,,Johns Hopkins Univ. Dept. of Physics and Astronomy,,3701 San Martin Drive,Department of Physics and Astronomy Instrument Development Group ,Baltimore,MD,21218,United States,TRUE,FALSE,,
3,188,,13590,,,,,,,,,,,,,,Shipping,,Johns Hopkins Univ. Dept. of Physics and Astronomy,,3701 San Martin Drive,Department of Physics and Astronomy Instrument Development Group ,Baltimore,MD,21218,United States,FALSE,TRUE,,
1,189,,13614,,,,,,,,King Mountain Tobacco,Ed Rodriguez,,(509) 945-0872,,(509) 874-3690,Mailing,,King Mountain Tobacco,,,,,,,,FALSE,FALSE,Credit Card,FALSE
2,189,,13614,,,,,,,,,,,,,,Billing,,King Mountain Tobacco,,2000 Ft. Simco Road,,White Swan,WA,98952,United States,TRUE,FALSE,,
3,189,,13614,,,,,,,,,,,,,,Shipping,,King Mountain Tobacco,,2000 Ft. Simco Road,,White Swan,WA,98952,United States,FALSE,TRUE,,
1,190,,13621,,,,,,,,"Amphenol Intercon Systems, Inc.",Thomas Harbin,slehman@interconsystems.com,(717) 915-1400,,(717) 915-1499,Mailing,,"Amphenol Intercon Systems, Inc.",,"825 Old Trail Road, Suite A",,Etters,PA,17319,United States,FALSE,FALSE,Net 30,TRUE
2,190,,13621,,,,,,,,,,,,,,Billing,,"Amphenol Intercon Systems, Inc.",,"825 Old Trail Road, Suite A",,Etters,PA,17319,United States,TRUE,FALSE,,
3,190,,13621,,,,,,,,,,,,,,Shipping,,"Amphenol Intercon Systems, Inc.",,"825 Old Trail Road, Suite A",,Etters,PA,17319,United States,FALSE,TRUE,,
1,191,,13627,,,,,,,,RAM Technologies,Ed Rodriguez,,(800) 448-6878,(425) 347-9200,(425) 347-9265,Mailing,,RAM Technologies,,P.O. Box 27,4605 116th Street S.W.,Mukilteo,WA,98275,United States,FALSE,FALSE,Net 30,TRUE
2,191,,13627,,,,,,,,,,,,,,Billing,,RAM Technologies,,P.O. Box 27,4605 116th Street S.W.,Mukilteo,WA,98275,United States,TRUE,FALSE,,
3,191,,13627,,,,,,,,,,,,,,Shipping,,RAM Technologies,,"4605  116th Street, S.W.",,Mukilteo,WA,98275,United States,FALSE,TRUE,,
1,192,,13629,,,,,,,,Mark Andy Print Products,Jake Sowers,accountspayable@markandy.com,(888) 491-8273,(904) 307-1466,(888) 491-8273,Mailing,,Mark Andy Print Products,,PO Box 17065,,Fernandina Beach,FL,32035,United States,FALSE,FALSE,Net 30,TRUE
2,192,,13629,,,,,,,,,,,,,,Billing,,Mark Andy Print Products,,P. O. Box 1023,,Chesterfield,MO,63006,United States,TRUE,FALSE,,
3,192,,13629,,,,,,,,,,,,,,Shipping,,Mark Andy Print Products,,201 W. Oakton Street,,Des Plains,IL,60018,United States,FALSE,TRUE,,
1,193,,13632,,,,,,,,Premier Supply Company,Thomas Harbin,tcpawlak@comcast.net,(574) 264-2235,,(574) 262-2023,Mailing,,Premier Supply Company,,53372 Cobus Court,,Elkhart,IN,46514,United States,FALSE,FALSE,Net 30,TRUE
2,193,,13632,,,,,,,,,,,,,,Billing,,Premier Supply Company,,53372 Cobus Court,,Elkhart,IN,46514,United States,TRUE,FALSE,,
3,193,,13632,,,,,,,,,,,,,,Shipping,,Premier Supply Company,,53372 Cobus Court,,Elkhart,IN,46514,United States,FALSE,TRUE,,
1,194,,13647,,,,,,,,Kenosha B.V.,Jake Sowers,cathy.lahay@kenoshatapes.com; info@kenoshatapes.com,31 20 453 9126,,31 84 747 0860,Mailing,,Kenosha B.V.,,Schweitzerlaan 70,,1187 JD Amstelveen,,,Netherlands,FALSE,FALSE,Net 30,TRUE
2,194,,13647,,,,,,,,,,,,,,Billing,,Kenosha B.V.,,Schweitzerlaan 24,,Amstelveen,,1187 JD ,Netherlands,TRUE,FALSE,,
3,194,,13647,,,,,,,,,,,,,,Shipping,,Kenosha B.V.,,Schweitzerlaan 70,,Amstelveen,,1187 JD ,Netherlands,FALSE,TRUE,,
1,195,,13649,,,,,,,Ellsworth,Ellsworth Adhesives - Mexico,Jake Sowers,payables@ellsworth.com,52 656 668 1706,,(262) 509-8846,Mailing,,Ellsworth Adhesives - Mexico,,,,,,,,FALSE,FALSE,net 50,TRUE
2,195,,13649,,,,,,,,,,,,,,Billing,,Ellsworth Adhesives - Mexico,,P. O. Box 1002,,Germantown,WI,53022,United States,TRUE,FALSE,,
3,195,,13649,,,,,,,,,,,,,,Shipping,,Ellsworth Adhesives - Mexico,,Circuito Roble 1015,"Hacienda, del Nogal",Cd Juarez,Chih,32470,Mexico,FALSE,TRUE,,
1,196,,13651,,,,,,,,Protective Packaging Products P3,Mark Mogar,,(502) 357-6872,(866) 357-6872,(502) 589-5951,Mailing,,Protective Packaging Products P3,,1600 West Main St.,,Louisville,KY,40203,United States,FALSE,FALSE,Net 30,TRUE
2,196,,13651,,,,,,,,,,,,,,Billing,,Protective Packaging Products P3,,PO Box 3585,,Louisville,KY,40201,United States,TRUE,FALSE,,
3,196,,13651,,,,,,,,,,,,,,Shipping,,Protective Packaging Products P3,,1600 West Main Street,,Louisville,KY,40203,United States,FALSE,TRUE,,
1,197,,13658,,,,,,,Materion,"Materion Large Area Coatings, LLC.",Thomas Harbin,AP4invoices@materion.com,(860) 688-2300,,(860) 688-0278,Mailing,,"Materion Large Area Coatings, LLC.",,300 Lamberton Rd.,,Windsor,CT,06095,United States,FALSE,FALSE,Net 30,TRUE
2,197,,13658,,,,,,,,,,,,,,Billing,,"Materion Large Area Coatings, LLC.",,300 Lamberton Rd.,,Windsor,CT,06095,United States,TRUE,FALSE,,
3,197,,13658,,,,,,,,,,,,,,Shipping,,"Materion Large Area Coatings, LLC.",,300 Lamberton Rd.,,Windsor,CT,06095,United States,FALSE,TRUE,,
1,198,,13660,,,,,,,,Murtech,Thomas Harbin,,(410) 766-5335,,(410) 766-5773,Mailing,,Murtech,,820 Cromwell Park Drive,,Glen Burnie,MD,21061,United States,FALSE,FALSE,Net 30,FALSE
2,198,,13660,,,,,,,,,,,,,,Billing,,Murtech,,820 Cromwell Park Drive,,Glen Burnie,MD,21061,United States,TRUE,FALSE,,
3,198,,13660,,,,,,,,,,,,,,Shipping,,Murtech,,820 Cromwell Park Drive,,Glen Burnie,MD,21061,United States,FALSE,TRUE,,
1,200,,13674,,,,,,,,Letterkenny Army Depot,Thomas Harbin,,(717) 267-8171,,,Mailing,,Letterkenny Army Depot,,1 Overcash Avenue,Amsam-LE-KO Bldg 2,Chambersburg,PA,17201-4150,United States,FALSE,FALSE,Net 30,TRUE
2,200,,13674,,,,,,,,,,,,,,Billing,,Letterkenny Army Depot,,1 Overcash Avenue,Amsam-LE-KO Bldg 2,Chambersburg,PA,17201-4150,United States,TRUE,FALSE,,
3,200,,13674,,,,,,,,,,,,,,Shipping,,Letterkenny Army Depot,,"1 Overcash Ave., Bldg. 320 or advise",,Chambersburg,PA,17201-4150,United States,FALSE,TRUE,,
1,201,,13678,,,,,,,,Spaceage Tool and Manufacturing Inc.,Jake Sowers,,(641) 713-2055,,(641) 713-4065,Mailing,,Spaceage Tool and Manufacturing Inc.,,611 North Park,,St Ansgar,IA,50472,United States,FALSE,FALSE,Net 30,FALSE
2,201,,13678,,,,,,,,,,,,,,Billing,,Spaceage Tool and Manufacturing Inc.,,611 North Park,,St Ansgar,IA,50472,United States,TRUE,FALSE,,
3,201,,13678,,,,,,,,,,,,,,Shipping,,Spaceage Tool and Manufacturing Inc.,,611 North Park,,St Ansgar,IA,50472,United States,FALSE,TRUE,,
1,202,,13687,,,,,,,Veritiv,Veritiv - Orlando,Mark Mogar,aptradeinvoices@veritivcorp.com,(904) 636-9778,,,Mailing,,Veritiv - Orlando,,,,,,,,FALSE,FALSE,Net 60,TRUE
2,202,,13687,,,,,,,,,,,,,,Billing,,Veritiv - Orlando,,"Attn: MAX A/P, P. O. Box 45195",,Jacksonville,FL,32232,United States,TRUE,FALSE,,
3,202,,13687,,,,,,,,,,,,,,Shipping,,Veritiv - Orlando,,4051 Phillips Highway,,Jacksonville,FL,32207,United States,FALSE,TRUE,,
1,203,,13689,,,,,,,Ford Motor Co.,Ford Motor - Sterling Plant,Victoria Sessa,,,,,Mailing,,Ford Motor - Sterling Plant,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,203,,13689,,,,,,,,,,,,,,Billing,,Ford Motor - Sterling Plant,,39000 Mound Road,,Sterling Heights,MI,48310-2799,United States,TRUE,FALSE,,
3,203,,13689,,,,,,,,,,,,,,Shipping,,Ford Motor - Sterling Plant,,39000 Mound Road,,Sterling Heights,MI,48310-2799,United States,FALSE,TRUE,,
1,204,,13715,,,,,,,,Hubbard Supply,Jake Sowers,accountspayable@hubbarddirect.com,(810) 234-8681,,(810) 234-6142,Mailing,,Hubbard Supply,,901 W. 2nd. St,,Flint,MI,48503,United States,FALSE,FALSE,Net 30,TRUE
2,204,,13715,,,,,,,,,,,,,,Billing,,Hubbard Supply,,901 W. 2nd. Street,,Flint,MI,48503,United States,TRUE,FALSE,,
3,204,,13715,,,,,,,,,,,,,,Shipping,,Hubbard Supply,,901 W. 2nd. Street,,Flint,MI,48503,United States,FALSE,TRUE,,
1,205,,13724,,,,,,,,Santa Fe Natural Tobacco Company,Ed Rodriguez,,(919) 692-3049,,(919) 690-0437,Mailing,,Santa Fe Natural Tobacco Company,,,,,,,,FALSE,FALSE,Credit Card,TRUE
2,205,,13724,,,,,,,,,,,,,,Billing,,Santa Fe Natural Tobacco Company,,1 Plaza La Prensa,,Santa Fe,NM,87507,United States,TRUE,FALSE,,
3,205,,13724,,,,,,,,,,,,,,Shipping,,Santa Fe Natural Tobacco Company,,3220 Knotts Grove Road,Attn: Danny Arnold,Oxford,NC,27565,United States,FALSE,TRUE,,
1,206,,13734,,,,,,,,SAI Infusion Technologies,Jake Sowers,,(847) 356-0321,,(847) 356-0382,Mailing,,SAI Infusion Technologies,,278 Park Avenue,,Libertyville,IL,60046,United States,FALSE,FALSE,Credit Card,TRUE
2,206,,13734,,,,,,,,,,,,,,Billing,,SAI Infusion Technologies,,278 Park Avenue,,Libertyville,IL,60046,United States,TRUE,FALSE,,
3,206,,13734,,,,,,,,,,,,,,Shipping,,SAI Infusion Technologies,,278 Park Avenue,,Libertyville,IL,60046,United States,FALSE,TRUE,,
1,207,,13759,,,,,,,,MacKennan Labs,Thomas Harbin,,(443) 735-9754,,,Mailing,,MacKennan Labs,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,207,,13759,,,,,,,,,,,,,,Billing,,MacKennan Labs,,404 Forest Lane,,Salisbury,MD,21801,United States,TRUE,FALSE,,
3,207,,13759,,,,,,,,,,,,,,Shipping,,MacKennan Labs,,404 Forest Lane,,Salisbury,MD,21801,United States,FALSE,TRUE,,
1,208,,13774,,,,,,,Ford Motor Co.,Ford Motor - Design Center,Victoria Sessa,,(313) 805-7811,,,Mailing,,Ford Motor - Design Center,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,208,,13774,,,,,,,,,,,,,,Billing,,Ford Motor - Design Center,,21175 Oakwood Blvd.,,Dearborn,MI,48124,United States,TRUE,FALSE,,
3,208,,13774,,,,,,,,,,,,,,Shipping,,Ford Motor - Design Center,,21175 Oakwood Blvd.,,Dearborn,MI,48124,United States,FALSE,TRUE,,
1,209,,13779,,,,,,,,"QRC Technologies, Inc.",Mark Mogar,,(301) 432-2612,,,Mailing,,"QRC Technologies, Inc.",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,209,,13779,,,,,,,,,,,,,,Billing,,"QRC Technologies, Inc.",,1191 Central Park Blvd,,Fredericksburg,VA,22401,United States,TRUE,FALSE,,
3,209,,13779,,,,,,,,,,,,,,Shipping,,"QRC Technologies, Inc.",,,,,,,,FALSE,TRUE,,
1,210,,13789,,,,,,,,"Global Safety First, LLC",Thomas Harbin, madams@strouse.com,(610) 248-9478,,(610) 240-0901,Mailing,,"Global Safety First, LLC",,"545 Washington Blvd., Suite 2",,Sea Girt,NJ,08750,United States,FALSE,FALSE,Net 30,TRUE
2,210,,13789,,,,,,,,,,,,,,Billing,,"Global Safety First, LLC",,41 Leopard Road,"Paoli Executive Green I, Suite 200",Paoli,PA,19301,United States,TRUE,FALSE,,
3,210,,13789,,,,,,,,,,,,,,Shipping,,"Global Safety First, LLC",,"545 Washington Blvd., Suite 2",,Sea Girt,NJ,08750,United States,FALSE,TRUE,,
1,211,,13796,,,,,,,,"ProductDev, LLC",Thomas Harbin,,(410) 804-4040,,(410) 878-9144,Mailing,,"ProductDev, LLC",,1405 Ryan Road,,Fallston,MD,21047,United States,FALSE,FALSE,,TRUE
2,211,,13796,,,,,,,,,,,,,,Billing,,"ProductDev, LLC",,1405 Ryan Road,,Fallston,MD,21047,United States,TRUE,FALSE,,
3,211,,13796,,,,,,,,,,,,,,Shipping,,"ProductDev, LLC",,1405 Ryan Road,,Fallston,MD,21047,United States,FALSE,TRUE,,
1,212,,13799,,,,,,,Ford Motor Co.,Ford Motor Co. - Woodhaven Stamping Plant,Victoria Sessa,,,,,Mailing,,Ford Motor Co. - Woodhaven Stamping Plant,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,212,,13799,,,,,,,,,,,,,,Billing,,Ford Motor Co. - Woodhaven Stamping Plant,,20900 West Road,,Woodhaven,MI,48183-3327,United States,TRUE,FALSE,,
3,212,,13799,,,,,,,,,,,,,,Shipping,,Ford Motor Co. - Woodhaven Stamping Plant,,20900 West Road,,Woodhaven,MI,48183-3327,United States,FALSE,TRUE,,
1,213,,13828,,,,,,,,Cowles Products,Thomas Harbin,rcaporale@ccowles.com,(203) 865-3117,(203) 777-8036,(203) 773-1019,Mailing,,Cowles Products,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,213,,13828,,,,,,,,,,,,,,Billing,,Cowles Products,,126 Bailey Road,,New Haven,CT,06473,United States,TRUE,FALSE,,
3,213,,13828,,,,,,,,,,,,,,Shipping,,Cowles Products,,83 Water Street,,New Haven,CT,06511,United States,FALSE,TRUE,,
1,214,,13835,,,,,,,,Stauffer Glove and Safety,Thomas Harbin,payables@stauffersafety.com,(215) 679-4446,(770) 630-8631,(215) 679-4787,Mailing,,Stauffer Glove and Safety,,,,,,,,FALSE,FALSE,Net 30,TRUE
2,214,,13835,,,,,,,,,,,,,,Billing,,Stauffer Glove and Safety,,PO Box 45,,Red Hill,PA,18076,United States,TRUE,FALSE,,
3,214,,13835,,,,,,,,,,,,,,Shipping,,Stauffer Glove and Safety,,361 East 6th Street,,Red Hill,PA,18076,United States,FALSE,TRUE,,
1,215,,13849,,,,,,,,Sherwin Williams Co,Jake Sowers,madams@strouse.com,(815) 625-0081,,(815) 625-4653,Mailing,,Sherwin Williams Co,,101 Prospect Ave.,9th Floor Midland Bldg,Cleveland,OH,44115,United States,FALSE,FALSE,60 Days  net,TRUE
2,215,,13849,,,,,,,,,,,,,,Billing,,Sherwin Williams Co,,PO Box 5819,,Cleveland,OH,44101,United States,TRUE,FALSE,,
3,215,,13849,,,,,,,,,,,,,,Shipping,,Sherwin Williams Co,,3205 East Lincolnway,,Sterling,IL,61081-1772,United States,FALSE,TRUE,,
1,216,,13852,,,,,,,,"Luckett Holdings, Inc.",Mark Mogar,accounting@luckettinc.com,(502) 561-0070,,(502) 584-1650,Mailing,,"Luckett Holdings, Inc.",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,216,,13852,,,,,,,,,,,,,,Billing,,"Luckett Holdings, Inc.",,"2000 Warrington Way, Suite 163",,Louisville,KY,40222,United States,TRUE,FALSE,,
3,216,,13852,,,,,,,,,,,,,,Shipping,,"Luckett Holdings, Inc.",,Compagnie Des Tabacs,"Comme IL Faut S. A.,Rte.De Cazeus/Tabarre",Port Au Prince,,,Haiti,FALSE,TRUE,,
1,217,,13853,,,,,,,,"AMZ West, Inc. (Formerly Tucker Industrial Liquid Coatings, Inc.)",Thomas Harbin,ksmith@amzmfg.com,(717) 259-8339,(800) 753-5171,(717) 259-8733,Mailing,,"AMZ West, Inc. (Formerly Tucker Industrial Liquid Coatings, Inc.)",,,,,,,,FALSE,FALSE,Net 30,TRUE
2,217,,13853,,,,,,,,,,,,,,Billing,,"AMZ West, Inc. (Formerly Tucker Industrial Liquid Coatings, Inc.)",,2675 Eastern Blvd,,York,PA,17402,United States,TRUE,FALSE,,
3,217,,13853,,,,,,,,,,,,,,Shipping,,"AMZ West, Inc. (Formerly Tucker Industrial Liquid Coatings, Inc.)",,407 North Avenue,,East Berlin,PA,17316,United States,FALSE,TRUE,,
1,218,,13856,,,,,,,L3 Harris,L3 Harris Technologies,Mark Mogar,aribaAP@L3T.com,(770) 752-7000,,(770) 752-5516,Mailing,,L3 Harris Technologies,,1355 Bluegrass Lakes Parkway,,Alpharetta,GA,30004-8458,United States,FALSE,FALSE,Net 30,TRUE
2,218,,13856,,,,,,,,,,,,,,Billing,,L3 Harris Technologies,,1355 Bluegrass Lakes Parkway,,Alpharetta,GA,30004-8458,United States,TRUE,FALSE,,
3,218,,13856,,,,,,,,,,,,,,Shipping,,L3 Harris Technologies,,1355 Bluegrass Lakes Parkway,Display Systems Division,Alpharetta,GA,30004-8458,United States,FALSE,TRUE,,
1,219,,13864,,,,,,,Fastenal,Fastenal - McConnellsburg,Jake Sowers,apinvoicedisc@fastenal.com,(507) 453-8526,,(507) 494-7592,Mailing,,Fastenal - McConnellsburg,,225 Lincoln Way W.,,McConnellsburg,PA,17233,United States,FALSE,FALSE,Net 30,TRUE
2,219,,13864,,,,,,,,,,,,,,Billing,,Fastenal - McConnellsburg,,Attn: A/P,P. O. Box 529,Winona,MN,55987,United States,TRUE,FALSE,,
3,219,,13864,,,,,,,,,,,,,,Shipping,,Fastenal - McConnellsburg,,225 Lincoln Way W.,,McConnellsburg,PA,17233,United States,FALSE,TRUE,,
1,220,,13872,,,,,,,,TA Industrial,Jake Sowers,,(419) 661-1400,(800) 331-0904,(419) 661-1772,Mailing,,TA Industrial,,PO Box 863,,Toledo,OH,43691,United States,FALSE,FALSE,Net 30,TRUE
2,220,,13872,,,,,,,,,,,,,,Billing,,TA Industrial,,PO Box 863,,Toledo,OH,43691,United States,TRUE,FALSE,,
3,220,,13872,,,,,,,,,,,,,,Shipping,,TA Industrial,,7749 Ponderosa Road,,Perrysburg,OH,43551,United States,FALSE,TRUE,,
1,221,,13898,,,,,,,,Identco International,Jake Sowers,apinvoicesiusa@identco.com,(800) 533-2559,(815) 385-0011,,Mailing,,Identco International,,,,,,,,FALSE,FALSE,Credit Card,TRUE
2,221,,13898,,,,,,,,,,,,,,Billing,,Identco International,,28164 West Concrete Drive,,Ingleside,IL,60041,United States,TRUE,FALSE,,
3,221,,13898,,,,,,,,,,,,,,Shipping,,Identco International,,28164 West Concrete Drive,,Ingleside,IL,60041,United States,FALSE,TRUE,,
1,222,,13915,,,,,,,,BDI,Mark Mogar,ap@BDIUSA.com,(703) 803-6900,,(703) 803-6903,Mailing,,BDI,,14954 Bogle Drive,,Chantilly,VA,20151,United States,FALSE,FALSE,Credit Card,TRUE
2,222,,13915,,,,,,,,,,,,,,Billing,,BDI,,14954 Bogle Drive,,Chantilly,VA,20151,United States,TRUE,FALSE,,
3,222,,13915,,,,,,,,,,,,,,Shipping,,BDI,,14954 Bogle Drive,,Chantilly,VA,20151,United States,FALSE,TRUE,,
1,223,,13923,,,,,,,,Xerox Corporation,Thomas Harbin,APinvoices@xerox.com,(503) 685-2986,,(585) 422-9435,Mailing,,Xerox Corporation,,Accounts Payable,P. O. Box 1560,Rochester,NY,14580-0420,United States,FALSE,FALSE,60 Days  net,TRUE
2,223,,13923,,,,,,,,,,,,,,Billing,,Xerox Corporation,,Accounts Payable,P. O. Box 1560,Rochester,NY,14580-0420,United States,TRUE,FALSE,,
3,223,,13923,,,,,,,,,,,,,,Shipping,,Xerox Corporation,,27063 SW Canyon Creek Road,"Bldg#63 Dock, Doors 17-18",Wilsonville,OR,97070-9231,United States,FALSE,TRUE,,
1,224,,13941,,,,,,,,Peerless Supply,Jake Sowers,invoices@peerless-supply.com,(515) 265-9905,,(515) 265-4385,Mailing,,Peerless Supply,,1701 Guthrie Ave,,Des Moines,IA,50316,United States,FALSE,FALSE,Net 30,TRUE
2,224,,13941,,,,,,,,,,,,,,Billing,,Peerless Supply,,1701 Guthrie Avenue,,Des Moines,IA,50316,United States,TRUE,FALSE,,
3,224,,13941,,,,,,,,,,,,,,Shipping,,Peerless Supply,,1701 Guthrie Avenue,,Des Moines,IA,50316,United States,FALSE,TRUE,,
1,225,,13958,,,,,,,Medtronic,Medtronic,Ed Rodriguez,"madams@strouse.com
",(818) 362-5958,,(818) 576-6929,Mailing,,Medtronic,,,,,,,,FALSE,FALSE,60 Days  net,TRUE
2,225,,13958,,,,,,,,,,,,,,Billing,,Medtronic,,PO Box 778,Accounts Payable,Minneapolis,MN,55440,United States,TRUE,FALSE,,
3,225,,13958,,,,,,,,,,,,,,Shipping,,Medtronic,,18000 Devonshire Street,Northridge Manufacturing,Northridge,CA,91325-1219,United States,FALSE,TRUE,,
1,226,,13961,,,,,,,,"MGS Group North America, Inc.",Jake Sowers,mx.invoice@mgsmfg.com;betzabeth.duran@mgsmfg.com,(262) 250-2950,526142003210,(262) 250-8030,Mailing,,"MGS Group North America, Inc.",,Av. Juan Ruiz de Alarcon 345,Complejo Industrial Chihuahua,Chihuahua,Chih,31109,United States,FALSE,FALSE,Net 30,TRUE
2,226,,13961,,,,,,,,,,,,,,Billing,,"MGS Group North America, Inc.",,W188 N11707 Maple Road,,Germantown,WI,53022,United States,TRUE,FALSE,,
3,226,,13961,,,,,,,,,,,,,,Shipping,,"MGS Group North America, Inc.",,9500 Plaza Circle,C/O Interload Forwarder,El Paso,TX,79927,United States,FALSE,TRUE,,
