Item Name/Number,Internal Id,PACKAGING/FINISHING INSTRUCTIONS,Production Instruction
8481,1232,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8482,1233,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8483,1234,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8484,1235,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8485,1236,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  23 x 12 1/4 x 7
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8486,1237,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 13'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – See notes
Bag Size – 
Qty. Per Bag – 
Box Size –  20.25 x 20.25 x 2.5 cake
Qty. Per Box – 3 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  No
Pieces per roll/Unit – 50 Sheets
Length per roll/unit –  13'
Finish – Off Press
Application – "
8498,1238,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 447'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  10 x 10 x 10
Qty. Per Box –  
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 300
Length per roll/unit –  447'
Finish – On Press
Application – "
8510,1239,"Number Across Run/Finish –  5/1
Where Finished –  On Press
Length per Roll/Unit – 22'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – 446 Each
Box Size –  14 x 14 x 10
Qty. Per Box – 1,784 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  5/1
Core Label – Yes - on bag
±10% –  No
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 446
Length per roll/unit –  22'
Finish – On Press
Application – "
8514,1240,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 21'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – See note 
Box Size –  14 x 14 x 10
Qty. Per Box – 1 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes - on bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  21'
Finish – Off Press
Application – "
8515,1241,"Number Across Run/Finish –  1/1
Where Finished –  Off Press
Length per Roll/Unit – 16'
Core Type –  N/A
Core Width – N/A
Core Label – Yes - on bag
Dividers – 
Bag Size – 
Qty. Per Bag – See note 
Box Size –  8 x 8 x 8
Qty. Per Box – 2 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – Yes - on bag
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Die Cut Sheet
Partial Case –  Yes
Pieces per roll/Unit – 100
Length per roll/unit –  16'
Finish – Off Press
Application – "
8529,1242,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 545'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – See JT
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 5 Rolls
Box Size –  12 x 12 x 10
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – See JT
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  545'
Finish – On Press
Application – "
8535,1243,"Number Across Run/Finish –  6/1
Where Finished –  On Press
Length per Roll/Unit – 641'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – See JT
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 5 Rolls
Box Size –  12 x 12 x 4
Qty. Per Box – 5 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – See JT
Number Across Run/FInish –  6/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Adh. In
Unwind Dir. Finish –  Adh. In
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  641'
Finish – On Press
Application – "
8540,1244,"Number Across Run/Finish –  4/1
Where Finished –  On Press
Length per Roll/Unit – 94'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 2""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  13 x 13 x 13
Qty. Per Box – 4 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 2""
Number Across Run/FInish –  4/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,000
Length per roll/unit –  94'
Finish – On Press
Application – "
8578,1245,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 344'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 8.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 
Box Size –  12 x 12 x 12
Qty. Per Box – 1 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 8.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  344'
Finish – On Press
Application – "
8579,1246,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 146'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 5.75""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 4 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 5.75""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  146'
Finish – On Press
Application – "
8592,1247,"Number Across Run/Finish –  6/3
Where Finished –  On Press
Length per Roll/Unit – 48'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 0.875""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  12 x 12 x 13
Qty. Per Box – 10 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 0.875""
Number Across Run/FInish –  6/3
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 800
Length per roll/unit –  48'
Finish – On Press
Application – "
8594,1248,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 326'
Core Type –  3"" Paper 1/8"" White Brown
Core Width – 3.125""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 4 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 20 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" White Brown
Width – 3.125""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,250
Length per roll/unit –  326'
Finish – On Press
Application – "
8604,1249,"Number Across Run/Finish –  2/2
Where Finished –  On Press
Length per Roll/Unit – 92'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 1.000""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 6 
Box Size –  12 x 12 x 4
Qty. Per Box – 41 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 1.000""
Number Across Run/FInish –  2/2
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 6,750
Length per roll/unit –  92'
Finish – On Press
Application – "
8611,1250,"Number Across Run/Finish –  35/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 250 Each
Box Size –  12 x 12 x 4
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  35/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  N/A
Finish – On Press
Application – "
8612,1251,"Number Across Run/Finish –  28/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 250 Each
Box Size –  6 x 6 x 6
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  28/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  N/A
Finish – On Press
Application – "
8613,1252,"Number Across Run/Finish –  28/1
Where Finished –  On Press
Length per Roll/Unit – N/A
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 250 Each
Box Size –  16 x 16 x 16
Qty. Per Box – 1,000 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  28/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 250
Length per roll/unit –  N/A
Finish – On Press
Application – "
8614,1253,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 144'
Core Type –  10"" Paper 3/8"" Brown Brown
Core Width – 5.5""
Core Label – Yes
Dividers – Se note
Bag Size – 
Qty. Per Bag – 
Box Size –  12 x 12 x 12
Qty. Per Box – 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  10"" Paper 3/8"" Brown Brown
Width – 5.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  144'
Finish – On Press
Application – "
8626,1254,"Number Across Run/Finish –  24/1
Where Finished –  On Press
Length per Roll/Unit – 125'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 75 M
Box Size –  13 x 13 x 13
Qty. Per Box – 75 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  24/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 75,000
Length per roll/unit –  125'
Finish – On Press
Application – "
8637,1255,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 170'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 3.125""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  Best Fit Per Qty
Qty. Per Box – 10 M
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 3.125""
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – See notes
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 1,250
Length per roll/unit –  170'
Finish – On Press
Application – "
8638,1256,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 167'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 2.500""
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 1 
Box Size –  14 x 14 x 14
Qty. Per Box – Best fit per order 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 2.500""
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – Parts Out
Unwind Dir. Finish –  Parts Out
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 2,000
Length per roll/unit –  167'
Finish – On Press
Application – "
8650,1257,"Number Across Run/Finish –  1/1
Where Finished –  On Press
Length per Roll/Unit – 75'
Core Type –  N/A
Core Width – N/A
Core Label – No
Dividers – 
Bag Size – 
Qty. Per Bag – 50 Each
Box Size –  16 x 16 x 16
Qty. Per Box – 500 Each
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core  –  N/A
Width – N/A
Number Across Run/FInish –  1/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Sheet
Partial Case –  Yes
Pieces per roll/Unit – 50
Length per roll/unit –  75'
Finish – On Press
Application – "
