Item Name/Number,Display Name/Code,Vendor Name/Code,Primary Units Type Internal ID,Primary Units Type,Primary Stock Unit,Primary Purchase Unit,Primary Consumption Unit,Primary Sales Unit,Description,Department,Location,PACKAGING/FINISHING INSTRUCTIONS,PACKAGING/FINISHING INSTRUCTIONS COMMENTS,P & S INSTRUCTIONS,PRODUCTION & SPECIAL INSTRUCTIONS,P & S COMMENTS,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Purchase Description,Use Bin,Item Weight,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
8992,Slit Film CS 0.5 mm clear PVC 307mm x 300m,TRPV0036 Rev 03,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Film - CS 0.5 mm clear PVC - 307mm x 300m,,Strouse-HQ,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 300 m
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 307 mm
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  None
Qty. Per Box – N/A 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use splice method that was determined during splicing trial.
Operator:
Double bag before removing from tree (Use 16x14x36 2 mil bags).  Plastic skids that the material comes in on are to be reused for finished roll (Additional skids (wood or plastic) will be needed).  Place corrugated board as base for skid.  4 rolls per pallet laying flat side down.  Cover roll's top and side with cardboard.  Need to place label on cardboard or box on all 4 sides of the skid.
Shipping:
Strap material to skid using pound method (#) Shrink wrap skid
Pallet to be labeled with label that includes item number, lot number, quantity, and Purchase Order Number.
Document:
Product Revision to be on all documentation and labels
C of C to contain:
Product number and revision
Lot Number
Quantity
Roll footages from the machine footage counter","Core  –  3"" Plastic 0.10"" HDPE
Width – 307 mm
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  300 m
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 307 mm
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  300 m
Finish – On Press
Application – ","No splices without approval from Sales and Engineering.  If a splice is needed, consult one of those parties for further instructions.  Sample Procedure - Cut 1 foot length sample from each finished roll.  Place in a poly bag label with “SAMPLE”, Part number and batch/lot#.  Put all sample bags together with shipment.  
","No splices without approval from Sales and Engineering.  If a splice is needed, consult one of those parties for further instructions.  Sample Procedure - Cut 1 foot length sample from each finished roll.  Place in a poly bag label with “SAMPLE”, Part number and batch/lot#.  Put all sample bags together with shipment.  
",TRUE,Average,Default Cost Category,,TRUE,,160.848,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"3/17/2020 - RB - Updated to slitting on Duesenbery only.  Increased tolerance to 0.75 mm.

1/29/2020 - Skip - Left marked New Order Notification. Need to take a look at slit width. Everything is running on the high side. Either open up tolerances or order new tools. 

1/10/2020 - RB - Mark order notification because log slitting will need to change based on order mix."
8993,Slit Film CS 0.5 mm clear PVC 273mm x 300m,TRPV0037 Rev 02,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Film - CS 0.5 mm clear PVC - 273mm x 300m,,Strouse-HQ,"Number Across Run/Finish –  3/1
Where Finished –  On Press
Length per Roll/Unit – 300 m
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 273 mm
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  None
Qty. Per Box – N/A 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use splice method that was determined during splicing trial.
Operator:
Double bag before removing from tree (Use 16x14x36 2 mil bags).  Plastic skids that the material comes in on are to be reused for finished roll (Additional skids (wood or plastic) will be needed).  Place corrugated board as base for skid.  4 rolls per pallet laying flat side down.  Cover roll's top and side with cardboard.  Need to place label on cardboard or box on all 4 sides of the skid.
Shipping:
Strap material to skid using pound method (#) Shrink wrap skid
Pallet to be labeled with label that includes item number, lot number, quantity, and Purchase Order Number.
Document:
Product Revision to be on all documentation and labels
C of C to contain:
Product number and revision
Lot Number
Quantity
Roll footages from the machine footage counter","Core  –  3"" Plastic 0.10"" HDPE
Width – 273 mm
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  300 m
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 273 mm
Number Across Run/FInish –  3/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  300 m
Finish – On Press
Application – ","No splices without approval from Sales and Engineering.  If a splice is needed, consult one of those parties for further instructions.  Sample Procedure - Cut 1 foot length sample from each finished roll.  Place in a poly bag label with “SAMPLE”, Part number and batch/lot#.  Put all sample bags together with shipment.  
","No splices without approval from Sales and Engineering.  If a splice is needed, consult one of those parties for further instructions.  Sample Procedure - Cut 1 foot length sample from each finished roll.  Place in a poly bag label with “SAMPLE”, Part number and batch/lot#.  Put all sample bags together with shipment.  
",TRUE,Average,Default Cost Category,,TRUE,,230.652,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"3/17/2020 - RB - Updated to slitting on Duesenbery only.  Increased tolerance to 0.75 mm.

1/29/2020 - Skip - Left marked New Order Notification. Need to take a look at slit width. Everything is running on the high side. Either open up tolerances or order new tools. 

1/10/2020 - RB - Mark order notification because log slitting will need to change based on order mix."
8994,Slit Film CS 0.5 mm clear PVC 93.53mm x 300m,TRPV0033 Rev 02,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Film - CS 0.5 mm clear PVC - 93.53mm x 300m,,Strouse-HQ,"Number Across Run/Finish –  10/1
Where Finished –  On Press
Length per Roll/Unit – 300 m
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 93.53 mm
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  14 x 14 x 4
Qty. Per Box – N/A 
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Use splice method that was determined during splicing trial.
Operator:
Double bag before removing from tree (Use 16x14x36 2 mil bags).  Plastic skids that the material comes in on are to be reused for finished roll (Additional skids (wood or plastic) will be needed).  Place corrugated board as base for skid.  30 rolls per pallet laying flat side down.  Cover roll's top and side with cardboard.  Need to place label on cardboard or box on all 4 sides of the skid.
Shipping:
Strap material to skid using pound method (#) Shrink wrap skid
Pallet to be labeled with label that includes item number, lot number, quantity, and Purchase Order Number.
Document:
Product Revision to be on all documentation and labels
C of C to contain:
Product number and revision
Lot Number
Quantity
Roll footages from the machine footage counter","Core  –  3"" Plastic 0.10"" HDPE
Width – 93.53 mm
Number Across Run/FInish –  10/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  300 m
Finish – On Press
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 93.53 mm
Number Across Run/FInish –  10/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  300 m
Finish – On Press
Application – ","No splices without approval from Sales and Engineering.  If a splice is needed, consult one of those parties for further instructions.  Sample Procedure - Cut 1 foot length sample from each finished roll.  Place in a poly bag label with “SAMPLE”, Part number and batch/lot#.  Put all sample bags together with shipment.  
","No splices without approval from Sales and Engineering.  If a splice is needed, consult one of those parties for further instructions.  Sample Procedure - Cut 1 foot length sample from each finished roll.  Place in a poly bag label with “SAMPLE”, Part number and batch/lot#.  Put all sample bags together with shipment.  
",TRUE,Average,Default Cost Category,,TRUE,,225.72,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"3/17/2020 - RB - Updated to slitting on Duesenbery only.  Increased tolerance to 0.75 mm.

1/29/2020 - Skip - Left marked New Order Notification. Need to take a look at slit width. Everything is running on the high side. Either open up tolerances or order new tools. 

1/10/2020 - RB - Mark order notification because log slitting will need to change based on order mix."
8998,"Printed Tape White UPVC printed black ""7"" 1/2"" x 80Yd",806196106,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - White UPVC printed black ""7"" - 1/2"" x 80Yd",,Strouse-HQ,"Number Across Run/Finish –  11/1
Where Finished –  On Press
Length per Roll/Unit – 80 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 0.5""
Core Label – Yes - See Note
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  10 x 10 x 10
Qty. Per Box – 66 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core Label Info.:
Part #
Lot # found on Raw ID label on material.
Date of Mfg. (conversion)","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.5""
Number Across Run/FInish –  11/1
Core Label – Yes - See Note
±10% –  Yes
Unwind Dir. Run – 1
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  80 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.5""
Number Across Run/FInish –  11/1
Core Label – Yes - See Note
±10% –  Yes
Unwind Dir. Run – 1
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  80 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,12.24,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: PVC
  Anilox: 400
  Print Cylinder: 49
  Vendor: ",,
8999,"Printed Tape White UPVC printed black ""8"" 1/2"" x 80Yd",806196107,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - White UPVC printed black ""8"" - 1/2"" x 80Yd",,Strouse-HQ,"Number Across Run/Finish –  11/1
Where Finished –  On Press
Length per Roll/Unit – 80 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 0.5""
Core Label – Yes - See Note
Dividers – Paper
Bag Size – 
Qty. Per Bag – 6 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 66 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Core Label Info.:
Part #
Lot # found on Raw ID label on material.
Date of Mfg. (conversion)","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.5""
Number Across Run/FInish –  11/1
Core Label – Yes - See Note
±10% –  Yes
Unwind Dir. Run – 1
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  80 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 0.5""
Number Across Run/FInish –  11/1
Core Label – Yes - See Note
±10% –  Yes
Unwind Dir. Run – 1
Unwind Dir. Finish –  1
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  80 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,12.24,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: PVC
  Anilox: 400
  Print Cylinder: 49
  Vendor: ",,
9002,"Slit Tape UL181A-P 0.375"" x 60Yd",9002,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - UL181A-P - 0.375"" x 60Yd",,Strouse-HQ,"Number Across Run/Finish –  8/1
Where Finished –  On Press
Length per Roll/Unit – 60 Yd
Core Type –  As Recd.
Core Width – 0.375""
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 10 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 40 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  As Recd.
Width – 0.375""
Number Across Run/FInish –  8/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ","Core  –  As Recd.
Width – 0.375""
Number Across Run/FInish –  8/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  60 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,14.872,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,DDebus. 1/30/2023. Process update: Slitting on Siat press. Q56083
9003,Slit Rolls FLX001449 See WO,See Work Order,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Slit Rolls - FLX001449 - See WO,,Strouse-HQ,"Number Across Run/Finish –  ?/1
Where Finished –  On Press
Length per Roll/Unit – See WO
Core Type –  3"" Paper 1/8"" White Brown
Core Width – See WO
Core Label – No
Dividers – Paper
Bag Size – 
Qty. Per Bag – 12 Rolls
Box Size –  14 x 14 x 14
Qty. Per Box – 48 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","C of C to include:
• Company Name/Location, Quantity, PO #, Description, Shipment Date, Material Lot #, Part Number (Drawing number; if different) and Revision (needs to be on Cert).
• Signature of a responsible representative of the supplier.
• A statement certifying to the effect that the products or services provided under the Purchase Order have been manufactured, processed, inspected, and tested in accordance with the provisions of the Purchase Order requirements.  (The statement already on our C of C should suffice).
Also, include a material C of A.
(If material or articles used in production of the deliverable are supplied by ILC Dover, they shall be referenced on C of C w/ P/N and traceability information; if applicable).","Core  –  3"" Paper 1/8"" White Brown
Width – See WO
Number Across Run/FInish –  ?/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  See WO
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" White Brown
Width – See WO
Number Across Run/FInish –  ?/1
Core Label – No
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  See WO
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,30.4461,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
9005,"Printed Tape 3M 471 yellow 2"" x 36Yd",3M471NOSTEPY2X36RL,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Tape - 3M 471 yellow - 2"" x 36Yd",,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 36 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 2.0""
Core Label – Yes
Dividers – Paper
Bag Size – 
Qty. Per Bag – 5 Rolls
Box Size –  12 x 12 x 12
Qty. Per Box – 20 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ","Include:  MFG Cert w/ Test Data; and Strouse C of C w/ Material Lot #, Date of Expiration, and Shelf Life.

Needs 80% Shelf Life remaining","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 2.0""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 3
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 2.0""
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 3
Unwind Dir. Finish –  3
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  36 Yd
Finish – On Press
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,83.105,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: PVC
  Anilox: 300
  Print Cylinder: 65
  Vendor: ",,"Skip - 3/4/2020 -  I marked this new order notification for the following reasons. 
The JT will need to be update and the job will need to be re-quoted if we continue to run the way we are this time moving forward. We ordered the material in logs, slit on the CEI to 4.5"" then ran on the Siat 2 across and trimmed the edges.  We were using up materials, no need to make permanent changes. 

Does someone want to follow up on re-quoting?"
9006,"Printed Label Chartreuse with black print 3"" x 5""",9006,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Printed Label - Chartreuse with black print - 3"" x 5""",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Web Techniques
Length per Roll/Unit – 131'
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 5.5""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 2 Rolls
Box Size –  12 1/2 x 8 1/2 x 12 5/8
Qty. Per Box – 10 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 5.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 1
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  131'
Finish – Web Techniques
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 5.5""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 1
Unwind Dir. Finish –  2
Diecut/Continuous/Sheet –  Die Cut
Partial Case –  Yes
Pieces per roll/Unit – 500
Length per roll/unit –  131'
Finish – Web Techniques
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,151.228,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Black
  Ink Type: Water
  Anilox: 440
  Print Cylinder: 75
  Vendor: ",,
9007,Printed Tape White with 2 colors 72mm x 72Yd,9007,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,Printed Tape - White with 2 colors - 72mm x 72Yd,,Strouse-HQ,"Number Across Run/Finish –  2/1
Where Finished –  On Press
Length per Roll/Unit – 72 Yd
Core Type –  3"" Paper 1/8"" Strouse Brown
Core Width – 72 mm
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 
Box Size –  9 x 9 x 13
Qty. Per Box – 24 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Paper 1/8"" Strouse Brown
Width – 72 mm
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  4
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – On Press
Application – ","Core  –  3"" Paper 1/8"" Strouse Brown
Width – 72 mm
Number Across Run/FInish –  2/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – 4
Unwind Dir. Finish –  4
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1 Roll
Length per roll/unit –  72 Yd
Finish – On Press
Application – ",MUST BE RUN IN ONE PASS!,MUST BE RUN IN ONE PASS!,TRUE,Average,Default Cost Category,,TRUE,,18.078,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: Gray 8C
  Ink Type: Other
  Anilox: 200
  Print Cylinder: 89
  Vendor: Propaline

Ink 2
  Color: PMS 7680
  Ink Type: Other
  Anilox: 300
  Print Cylinder: 89
  Vendor: Propaline",,
9008,"Slit Tape 3M 87630A 4"" x 500'",9008,3,"Each (Use for Boxes, Bags, Cores, Cases)",27,27,27,27,"Slit Tape - 3M 87630A - 4"" x 500'",,Strouse-HQ,"Number Across Run/Finish –  1/1
Where Finished –  Web Techniques
Length per Roll/Unit – 500'
Core Type –  3"" Plastic 0.10"" HDPE
Core Width – 4.00""
Core Label – Yes
Dividers – 
Bag Size – 
Qty. Per Bag – 1 Rolls
Box Size –  14 x 14 x 4
Qty. Per Box – 3 Rolls
Weight/box – 
Box Per Pallet – 
Pallet Type – ",,"Core  –  3"" Plastic 0.10"" HDPE
Width – 4.00""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  500'
Finish – Web Techniques
Application – ","Core  –  3"" Plastic 0.10"" HDPE
Width – 4.00""
Number Across Run/FInish –  1/1
Core Label – Yes
±10% –  Yes
Unwind Dir. Run – N/A
Unwind Dir. Finish –  N/A
Diecut/Continuous/Sheet –  Continuous
Partial Case –  Yes
Pieces per roll/Unit – 1
Length per roll/unit –  500'
Finish – Web Techniques
Application – ",,,TRUE,Average,Default Cost Category,,TRUE,,178.44,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
